sample_id	sex	title	empo_1	empo_2	empo_3	host_age	latitude	taxon_id	age_units	elevation	env_biome	longitude	antibiotic	cfu_counts	host_taxid	description	env_feature	env_package	sample_type	env_material	geo_loc_name	dna_extracted	host_body_site	anonymized_name	host_life_stage	host_subject_id	scientific_name	host_common_name	day_of_experiment	host_body_habitat	host_body_product	average_cfu_counts	date_of_experiment	host_subject_id_02	phase_of_experiment	host_scientific_name	level_of_colonisation	route_abx_administration	timeline_sample_pcoa_time	physical_specimen_location	day_of_experiment_numerical	group_level_of_colonisation	physical_specimen_remaining	qiita_study_id
13132.DMG1906094		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	5200	10090	20_10 E3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	20_10 E3	adult	Mouse_E3	mouse gut metagenome	mouse	p12	UBERON:feces	UBERON:feces	27440	10_20	Mouse_E	colonised	Mus musculus	intermediate	OG	19	MDUPHL_DAMG	19	intermediate	FALSE	13132
13132.DMG1906095		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	17200	10090	20_10 E4	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	20_10 E4	adult	Mouse_E4	mouse gut metagenome	mouse	p12	UBERON:feces	UBERON:feces	27440	10_20	Mouse_E	colonised	Mus musculus	intermediate	OG	19	MDUPHL_DAMG	19	intermediate	FALSE	13132
13132.DMG1906096		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	77200	10090	20_10 E5	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	20_10 E5	adult	Mouse_E5	mouse gut metagenome	mouse	p12	UBERON:feces	UBERON:feces	27440	10_20	Mouse_E	colonised	Mus musculus	intermediate	OG	19	MDUPHL_DAMG	19	intermediate	FALSE	13132
13132.DMG1906097		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	untreated.noninfected.control	0	10090	20_10 F1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	20_10 F1	adult	Mouse_F1	mouse gut metagenome	mouse	p12	UBERON:feces	UBERON:feces	0	10_20	Mouse_F	control	Mus musculus	none	Not applicable	19	MDUPHL_DAMG	19	none	FALSE	13132
13132.DMG1906098		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	untreated.noninfected.control	0	10090	20_10 F2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	20_10 F2	adult	Mouse_F2	mouse gut metagenome	mouse	p12	UBERON:feces	UBERON:feces	0	10_20	Mouse_F	control	Mus musculus	none	Not applicable	19	MDUPHL_DAMG	19	none	FALSE	13132
13132.DMG1906099		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	untreated.noninfected.control	0	10090	20_10 F3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	20_10 F3	adult	Mouse_F3	mouse gut metagenome	mouse	p12	UBERON:feces	UBERON:feces	0	10_20	Mouse_F	control	Mus musculus	none	Not applicable	19	MDUPHL_DAMG	19	none	FALSE	13132
13132.DMG1906100		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	13466666.67	10090	21_10 A1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	21_10 A1	adult	Mouse_A1	mouse gut metagenome	mouse	p13	UBERON:feces	UBERON:feces	7808000	10_21	Mouse_A	colonised	Mus musculus	intermediate	SC	20	MDUPHL_DAMG	20	intermediate	FALSE	13132
13132.DMG1906101		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	3450000	10090	21_10 A2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	21_10 A2	adult	Mouse_A2	mouse gut metagenome	mouse	p13	UBERON:feces	UBERON:feces	7808000	10_21	Mouse_A	colonised	Mus musculus	intermediate	SC	20	MDUPHL_DAMG	20	intermediate	FALSE	13132
13132.DMG1906102		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	21433333.33	10090	21_10 A3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	21_10 A3	adult	Mouse_A3	mouse gut metagenome	mouse	p13	UBERON:feces	UBERON:feces	7808000	10_21	Mouse_A	colonised	Mus musculus	intermediate	SC	20	MDUPHL_DAMG	20	intermediate	FALSE	13132
13132.DMG1906103		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	390000	10090	21_10 A4	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	21_10 A4	adult	Mouse_A4	mouse gut metagenome	mouse	p13	UBERON:feces	UBERON:feces	7808000	10_21	Mouse_A	colonised	Mus musculus	intermediate	SC	20	MDUPHL_DAMG	20	intermediate	FALSE	13132
13132.DMG1906104		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	300000	10090	21_10 A5	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	21_10 A5	adult	Mouse_A5	mouse gut metagenome	mouse	p13	UBERON:feces	UBERON:feces	7808000	10_21	Mouse_A	colonised	Mus musculus	intermediate	SC	20	MDUPHL_DAMG	20	intermediate	FALSE	13132
13132.DMG1906105		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	0	10090	21_10 B1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	21_10 B1	adult	Mouse_B1	mouse gut metagenome	mouse	p13	UBERON:feces	UBERON:feces	80	10_21	Mouse_B	carrier	Mus musculus	undetectable	SC	20	MDUPHL_DAMG	20	low	FALSE	13132
13132.DMG1906106		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	0	10090	21_10 B2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	21_10 B2	adult	Mouse_B2	mouse gut metagenome	mouse	p13	UBERON:feces	UBERON:feces	80	10_21	Mouse_B	carrier	Mus musculus	undetectable	SC	20	MDUPHL_DAMG	20	low	FALSE	13132
13132.DMG1906107		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	0	10090	21_10 B3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	21_10 B3	adult	Mouse_B3	mouse gut metagenome	mouse	p13	UBERON:feces	UBERON:feces	80	10_21	Mouse_B	carrier	Mus musculus	undetectable	SC	20	MDUPHL_DAMG	20	low	FALSE	13132
13132.DMG1906108		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	200	10090	21_10 B4	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	21_10 B4	adult	Mouse_B4	mouse gut metagenome	mouse	p13	UBERON:feces	UBERON:feces	80	10_21	Mouse_B	carrier	Mus musculus	low	SC	20	MDUPHL_DAMG	20	low	FALSE	13132
13132.DMG1906109		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	200	10090	21_10 B5	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	21_10 B5	adult	Mouse_B5	mouse gut metagenome	mouse	p13	UBERON:feces	UBERON:feces	80	10_21	Mouse_B	carrier	Mus musculus	low	SC	20	MDUPHL_DAMG	20	low	FALSE	13132
13132.DMG1906110		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Doxycycline	0	10090	21_10 C1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	21_10 C1	adult	Mouse_C1	mouse gut metagenome	mouse	p13	UBERON:feces	UBERON:feces	0	10_21	Mouse_C	carrier	Mus musculus	undetectable	OG	20	MDUPHL_DAMG	20	undetectable	FALSE	13132
13132.DMG1906111		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Doxycycline	0	10090	21_10 C2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	21_10 C2	adult	Mouse_C2	mouse gut metagenome	mouse	p13	UBERON:feces	UBERON:feces	0	10_21	Mouse_C	carrier	Mus musculus	undetectable	OG	20	MDUPHL_DAMG	20	undetectable	FALSE	13132
13132.DMG1906112		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Doxycycline	0	10090	21_10 C3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	21_10 C3	adult	Mouse_C3	mouse gut metagenome	mouse	p13	UBERON:feces	UBERON:feces	0	10_21	Mouse_C	carrier	Mus musculus	undetectable	OG	20	MDUPHL_DAMG	20	undetectable	FALSE	13132
13132.DMG1906116		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	200	10090	21_10 E1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	21_10 E1	adult	Mouse_E1	mouse gut metagenome	mouse	p13	UBERON:feces	UBERON:feces	240	10_21	Mouse_E	colonised	Mus musculus	low	OG	20	MDUPHL_DAMG	20	low	FALSE	13132
13132.DMG1906117		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	600	10090	21_10 E2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	21_10 E2	adult	Mouse_E2	mouse gut metagenome	mouse	p13	UBERON:feces	UBERON:feces	240	10_21	Mouse_E	colonised	Mus musculus	low	OG	20	MDUPHL_DAMG	20	low	FALSE	13132
13132.DMG1906118		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	200	10090	21_10 E3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	21_10 E3	adult	Mouse_E3	mouse gut metagenome	mouse	p13	UBERON:feces	UBERON:feces	240	10_21	Mouse_E	colonised	Mus musculus	low	OG	20	MDUPHL_DAMG	20	low	FALSE	13132
13132.DMG1906119		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	0	10090	21_10 E4	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	21_10 E4	adult	Mouse_E4	mouse gut metagenome	mouse	p13	UBERON:feces	UBERON:feces	240	10_21	Mouse_E	colonised	Mus musculus	undetectable	OG	20	MDUPHL_DAMG	20	low	FALSE	13132
13132.DMG1906120		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	200	10090	21_10 E5	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	21_10 E5	adult	Mouse_E5	mouse gut metagenome	mouse	p13	UBERON:feces	UBERON:feces	240	10_21	Mouse_E	colonised	Mus musculus	low	OG	20	MDUPHL_DAMG	20	low	FALSE	13132
13132.DMG1906121		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	untreated.noninfected.control	0	10090	21_10 F1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	21_10 F1	adult	Mouse_F1	mouse gut metagenome	mouse	p13	UBERON:feces	UBERON:feces	0	10_21	Mouse_F	control	Mus musculus	none	Not applicable	20	MDUPHL_DAMG	20	none	FALSE	13132
13132.DMG1906122		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	untreated.noninfected.control	0	10090	21_10 F2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	21_10 F2	adult	Mouse_F2	mouse gut metagenome	mouse	p13	UBERON:feces	UBERON:feces	0	10_21	Mouse_F	control	Mus musculus	none	Not applicable	20	MDUPHL_DAMG	20	none	FALSE	13132
13132.DMG1906123		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	untreated.noninfected.control	0	10090	21_10 F3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	21_10 F3	adult	Mouse_F3	mouse gut metagenome	mouse	p13	UBERON:feces	UBERON:feces	0	10_21	Mouse_F	control	Mus musculus	none	Not applicable	20	MDUPHL_DAMG	20	none	FALSE	13132
13132.DMG1906124		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	21500000	10090	22_10 A1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	22_10 A1	adult	Mouse_A1	mouse gut metagenome	mouse	p14	UBERON:feces	UBERON:feces	9699666.667	10_22	Mouse_A	colonised	Mus musculus	intermediate	SC	21	MDUPHL_DAMG	21	intermediate	FALSE	13132
13132.DMG1906125		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	335000	10090	22_10 A2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	22_10 A2	adult	Mouse_A2	mouse gut metagenome	mouse	p14	UBERON:feces	UBERON:feces	9699666.667	10_22	Mouse_A	colonised	Mus musculus	intermediate	SC	21	MDUPHL_DAMG	21	intermediate	FALSE	13132
13132.DMG1906126		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	18066666.67	10090	22_10 A3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	22_10 A3	adult	Mouse_A3	mouse gut metagenome	mouse	p14	UBERON:feces	UBERON:feces	9699666.667	10_22	Mouse_A	colonised	Mus musculus	intermediate	SC	21	MDUPHL_DAMG	21	intermediate	FALSE	13132
13132.DMG1906127		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	1056666.667	10090	22_10 A4	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	22_10 A4	adult	Mouse_A4	mouse gut metagenome	mouse	p14	UBERON:feces	UBERON:feces	9699666.667	10_22	Mouse_A	colonised	Mus musculus	intermediate	SC	21	MDUPHL_DAMG	21	intermediate	FALSE	13132
13132.DMG1906128		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	7540000	10090	22_10 A5	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	22_10 A5	adult	Mouse_A5	mouse gut metagenome	mouse	p14	UBERON:feces	UBERON:feces	9699666.667	10_22	Mouse_A	colonised	Mus musculus	intermediate	SC	21	MDUPHL_DAMG	21	intermediate	FALSE	13132
13132.DMG1906130		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	400	10090	22_10 B2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	22_10 B2	adult	Mouse_B2	mouse gut metagenome	mouse	p14	UBERON:feces	UBERON:feces	200	10_22	Mouse_B	carrier	Mus musculus	low	SC	21	MDUPHL_DAMG	21	low	FALSE	13132
13132.DMG1906131		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	0	10090	22_10 B3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	22_10 B3	adult	Mouse_B3	mouse gut metagenome	mouse	p14	UBERON:feces	UBERON:feces	200	10_22	Mouse_B	carrier	Mus musculus	undetectable	SC	21	MDUPHL_DAMG	21	low	FALSE	13132
13132.DMG1906132		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	0	10090	22_10 B4	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	22_10 B4	adult	Mouse_B4	mouse gut metagenome	mouse	p14	UBERON:feces	UBERON:feces	200	10_22	Mouse_B	carrier	Mus musculus	undetectable	SC	21	MDUPHL_DAMG	21	low	FALSE	13132
13132.DMG1906133		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	400	10090	22_10 B5	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	22_10 B5	adult	Mouse_B5	mouse gut metagenome	mouse	p14	UBERON:feces	UBERON:feces	200	10_22	Mouse_B	carrier	Mus musculus	low	SC	21	MDUPHL_DAMG	21	low	FALSE	13132
13132.DMG1906134		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Doxycycline	0	10090	22_10 C1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	22_10 C1	adult	Mouse_C1	mouse gut metagenome	mouse	p14	UBERON:feces	UBERON:feces	0	10_22	Mouse_C	carrier	Mus musculus	undetectable	OG	21	MDUPHL_DAMG	21	undetectable	FALSE	13132
13132.DMG1906135		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Doxycycline	0	10090	22_10 C2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	22_10 C2	adult	Mouse_C2	mouse gut metagenome	mouse	p14	UBERON:feces	UBERON:feces	0	10_22	Mouse_C	carrier	Mus musculus	undetectable	OG	21	MDUPHL_DAMG	21	undetectable	FALSE	13132
13132.DMG1906136		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Doxycycline	0	10090	22_10 C3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	22_10 C3	adult	Mouse_C3	mouse gut metagenome	mouse	p14	UBERON:feces	UBERON:feces	0	10_22	Mouse_C	carrier	Mus musculus	undetectable	OG	21	MDUPHL_DAMG	21	undetectable	FALSE	13132
13132.DMG1906137		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	PipTaz	38605000000	10090	22_10 D1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	22_10 D1	adult	Mouse_D1	mouse gut metagenome	mouse	p14	UBERON:feces	UBERON:feces	85390555556	10_22	Mouse_D	colonised	Mus musculus	high	SC	21	MDUPHL_DAMG	21	high	FALSE	13132
13132.DMG1906138		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	PipTaz	1.70E+11	10090	22_10 D2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	22_10 D2	adult	Mouse_D2	mouse gut metagenome	mouse	p14	UBERON:feces	UBERON:feces	85390555556	10_22	Mouse_D	colonised	Mus musculus	high	SC	21	MDUPHL_DAMG	21	high	FALSE	13132
13132.DMG1906139		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	PipTaz	48066666667	10090	22_10 D3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	22_10 D3	adult	Mouse_D3	mouse gut metagenome	mouse	p14	UBERON:feces	UBERON:feces	85390555556	10_22	Mouse_D	colonised	Mus musculus	high	SC	21	MDUPHL_DAMG	21	high	FALSE	13132
13132.DMG1906140		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	200	10090	22_10 E1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	22_10 E1	adult	Mouse_E1	mouse gut metagenome	mouse	p14	UBERON:feces	UBERON:feces	80	10_22	Mouse_E	colonised	Mus musculus	low	OG	21	MDUPHL_DAMG	21	low	FALSE	13132
13132.DMG1906141		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	200	10090	22_10 E2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	22_10 E2	adult	Mouse_E2	mouse gut metagenome	mouse	p14	UBERON:feces	UBERON:feces	80	10_22	Mouse_E	colonised	Mus musculus	low	OG	21	MDUPHL_DAMG	21	low	FALSE	13132
13132.DMG1906142		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	0	10090	22_10 E3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	22_10 E3	adult	Mouse_E3	mouse gut metagenome	mouse	p14	UBERON:feces	UBERON:feces	80	10_22	Mouse_E	colonised	Mus musculus	undetectable	OG	21	MDUPHL_DAMG	21	low	FALSE	13132
13132.DMG1906143		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	0	10090	22_10 E4	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	22_10 E4	adult	Mouse_E4	mouse gut metagenome	mouse	p14	UBERON:feces	UBERON:feces	80	10_22	Mouse_E	colonised	Mus musculus	undetectable	OG	21	MDUPHL_DAMG	21	low	FALSE	13132
13132.DMG1906144		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	0	10090	22_10 E5	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	22_10 E5	adult	Mouse_E5	mouse gut metagenome	mouse	p14	UBERON:feces	UBERON:feces	80	10_22	Mouse_E	colonised	Mus musculus	undetectable	OG	21	MDUPHL_DAMG	21	low	FALSE	13132
13132.DMG1906145		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	untreated.noninfected.control	0	10090	22_10 F1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	22_10 F1	adult	Mouse_F1	mouse gut metagenome	mouse	p14	UBERON:feces	UBERON:feces	0	10_22	Mouse_F	control	Mus musculus	none	Not applicable	21	MDUPHL_DAMG	21	none	FALSE	13132
13132.DMG1906146		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	untreated.noninfected.control	0	10090	22_10 F2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	22_10 F2	adult	Mouse_F2	mouse gut metagenome	mouse	p14	UBERON:feces	UBERON:feces	0	10_22	Mouse_F	control	Mus musculus	none	Not applicable	21	MDUPHL_DAMG	21	none	FALSE	13132
13132.DMG1906147		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	untreated.noninfected.control	0	10090	22_10 F3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	22_10 F3	adult	Mouse_F3	mouse gut metagenome	mouse	p14	UBERON:feces	UBERON:feces	0	10_22	Mouse_F	control	Mus musculus	none	Not applicable	21	MDUPHL_DAMG	21	none	FALSE	13132
13132.DMG1906148		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	16533333.33	10090	23_10 A1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	23_10 A1	adult	Mouse_A1	mouse gut metagenome	mouse	p15	UBERON:feces	UBERON:feces	5372933.333	10_23	Mouse_A	colonised	Mus musculus	intermediate	SC	22	MDUPHL_DAMG	22	intermediate	FALSE	13132
13132.DMG1906149		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	171000	10090	23_10 A2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	23_10 A2	adult	Mouse_A2	mouse gut metagenome	mouse	p15	UBERON:feces	UBERON:feces	5372933.333	10_23	Mouse_A	colonised	Mus musculus	intermediate	SC	22	MDUPHL_DAMG	22	intermediate	FALSE	13132
13132.DMG1906150		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	7200000	10090	23_10 A3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	23_10 A3	adult	Mouse_A3	mouse gut metagenome	mouse	p15	UBERON:feces	UBERON:feces	5372933.333	10_23	Mouse_A	colonised	Mus musculus	intermediate	SC	22	MDUPHL_DAMG	22	intermediate	FALSE	13132
13132.DMG1906151		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	117000	10090	23_10 A4	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	23_10 A4	adult	Mouse_A4	mouse gut metagenome	mouse	p15	UBERON:feces	UBERON:feces	5372933.333	10_23	Mouse_A	colonised	Mus musculus	intermediate	SC	22	MDUPHL_DAMG	22	intermediate	FALSE	13132
13132.DMG1906152		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	2843333.333	10090	23_10 A5	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	23_10 A5	adult	Mouse_A5	mouse gut metagenome	mouse	p15	UBERON:feces	UBERON:feces	5372933.333	10_23	Mouse_A	colonised	Mus musculus	intermediate	SC	22	MDUPHL_DAMG	22	intermediate	FALSE	13132
13132.DMG1906153		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	0	10090	23_10 B1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	23_10 B1	adult	Mouse_B1	mouse gut metagenome	mouse	p15	UBERON:feces	UBERON:feces	0	10_23	Mouse_B	carrier	Mus musculus	undetectable	SC	22	MDUPHL_DAMG	22	undetectable	FALSE	13132
13132.DMG1906154		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	0	10090	23_10 B2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	23_10 B2	adult	Mouse_B2	mouse gut metagenome	mouse	p15	UBERON:feces	UBERON:feces	0	10_23	Mouse_B	carrier	Mus musculus	undetectable	SC	22	MDUPHL_DAMG	22	undetectable	FALSE	13132
