sample_id	sex	title	empo_1	empo_2	empo_3	host_age	latitude	taxon_id	age_units	elevation	env_biome	longitude	antibiotic	cfu_counts	host_taxid	description	env_feature	env_package	sample_type	env_material	geo_loc_name	dna_extracted	host_body_site	anonymized_name	host_life_stage	host_subject_id	scientific_name	host_common_name	day_of_experiment	host_body_habitat	host_body_product	average_cfu_counts	date_of_experiment	host_subject_id_02	phase_of_experiment	host_scientific_name	level_of_colonisation	route_abx_administration	timeline_sample_pcoa_time	physical_specimen_location	day_of_experiment_numerical	group_level_of_colonisation	physical_specimen_remaining	qiita_study_id
13132.DMG1906211		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	PipTaz	2613333.333	10090	25_10 D3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	25_10 D3	adult	Mouse_D3	mouse gut metagenome	mouse	p17	UBERON:feces	UBERON:feces	11810000	10_25	Mouse_D	colonised	Mus musculus	intermediate	SC	24	MDUPHL_DAMG	24	intermediate	FALSE	13132
13132.DMG1906212		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	0	10090	25_10 E1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	25_10 E1	adult	Mouse_E1	mouse gut metagenome	mouse	p17	UBERON:feces	UBERON:feces	0	10_25	Mouse_E	carrier	Mus musculus	undetectable	OG	24	MDUPHL_DAMG	24	undetectable	FALSE	13132
13132.DMG1906213		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	0	10090	25_10 E2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	25_10 E2	adult	Mouse_E2	mouse gut metagenome	mouse	p17	UBERON:feces	UBERON:feces	0	10_25	Mouse_E	carrier	Mus musculus	undetectable	OG	24	MDUPHL_DAMG	24	undetectable	FALSE	13132
13132.DMG1906214		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	0	10090	25_10 E3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	25_10 E3	adult	Mouse_E3	mouse gut metagenome	mouse	p17	UBERON:feces	UBERON:feces	0	10_25	Mouse_E	carrier	Mus musculus	undetectable	OG	24	MDUPHL_DAMG	24	undetectable	FALSE	13132
13132.DMG1906215		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	0	10090	25_10 E4	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	25_10 E4	adult	Mouse_E4	mouse gut metagenome	mouse	p17	UBERON:feces	UBERON:feces	0	10_25	Mouse_E	carrier	Mus musculus	undetectable	OG	24	MDUPHL_DAMG	24	undetectable	FALSE	13132
13132.DMG1906216		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	0	10090	25_10 E5	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	25_10 E5	adult	Mouse_E5	mouse gut metagenome	mouse	p17	UBERON:feces	UBERON:feces	0	10_25	Mouse_E	carrier	Mus musculus	undetectable	OG	24	MDUPHL_DAMG	24	undetectable	FALSE	13132
13132.DMG1906217		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	untreated.noninfected.control	0	10090	25_10 F1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	25_10 F1	adult	Mouse_F1	mouse gut metagenome	mouse	p17	UBERON:feces	UBERON:feces	0	10_25	Mouse_F	control	Mus musculus	none	Not applicable	24	MDUPHL_DAMG	24	none	FALSE	13132
13132.DMG1906218		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	untreated.noninfected.control	0	10090	25_10 F2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	25_10 F2	adult	Mouse_F2	mouse gut metagenome	mouse	p17	UBERON:feces	UBERON:feces	0	10_25	Mouse_F	control	Mus musculus	none	Not applicable	24	MDUPHL_DAMG	24	none	FALSE	13132
13132.DMG1906219		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	untreated.noninfected.control	0	10090	25_10 F3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	25_10 F3	adult	Mouse_F3	mouse gut metagenome	mouse	p17	UBERON:feces	UBERON:feces	0	10_25	Mouse_F	control	Mus musculus	none	Not applicable	24	MDUPHL_DAMG	24	none	FALSE	13132
13132.DMG1906220		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	1200	10090	26_10 A1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	26_10 A1	adult	Mouse_A1	mouse gut metagenome	mouse	p18	UBERON:feces	UBERON:feces	453306.6667	10_26	Mouse_A	colonised	Mus musculus	intermediate	SC	25	MDUPHL_DAMG	25	intermediate	FALSE	13132
13132.DMG1906221		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	1343333.333	10090	26_10 A2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	26_10 A2	adult	Mouse_A2	mouse gut metagenome	mouse	p18	UBERON:feces	UBERON:feces	453306.6667	10_26	Mouse_A	colonised	Mus musculus	intermediate	SC	25	MDUPHL_DAMG	25	intermediate	FALSE	13132
13132.DMG1906222		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	670000	10090	26_10 A3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	26_10 A3	adult	Mouse_A3	mouse gut metagenome	mouse	p18	UBERON:feces	UBERON:feces	453306.6667	10_26	Mouse_A	colonised	Mus musculus	intermediate	SC	25	MDUPHL_DAMG	25	intermediate	FALSE	13132
13132.DMG1906223		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	22000	10090	26_10 A4	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	26_10 A4	adult	Mouse_A4	mouse gut metagenome	mouse	p18	UBERON:feces	UBERON:feces	453306.6667	10_26	Mouse_A	colonised	Mus musculus	intermediate	SC	25	MDUPHL_DAMG	25	intermediate	FALSE	13132
13132.DMG1906224		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	230000	10090	26_10 A5	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	26_10 A5	adult	Mouse_A5	mouse gut metagenome	mouse	p18	UBERON:feces	UBERON:feces	453306.6667	10_26	Mouse_A	colonised	Mus musculus	intermediate	SC	25	MDUPHL_DAMG	25	intermediate	FALSE	13132
13132.DMG1906225		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	0	10090	26_10 B1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	26_10 B1	adult	Mouse_B1	mouse gut metagenome	mouse	p18	UBERON:feces	UBERON:feces	0	10_26	Mouse_B	carrier	Mus musculus	undetectable	SC	25	MDUPHL_DAMG	25	undetectable	FALSE	13132
13132.DMG1906226		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	0	10090	26_10 B2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	26_10 B2	adult	Mouse_B2	mouse gut metagenome	mouse	p18	UBERON:feces	UBERON:feces	0	10_26	Mouse_B	carrier	Mus musculus	undetectable	SC	25	MDUPHL_DAMG	25	undetectable	FALSE	13132
13132.DMG1906227		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	0	10090	26_10 B3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	26_10 B3	adult	Mouse_B3	mouse gut metagenome	mouse	p18	UBERON:feces	UBERON:feces	0	10_26	Mouse_B	carrier	Mus musculus	undetectable	SC	25	MDUPHL_DAMG	25	undetectable	FALSE	13132
13132.DMG1906228		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	PipTaz	16950000	10090	26_10 D1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	26_10 D1	adult	Mouse_D1	mouse gut metagenome	mouse	p18	UBERON:feces	UBERON:feces	8206666.667	10_26	Mouse_D	colonised	Mus musculus	intermediate	SC	25	MDUPHL_DAMG	25	intermediate	FALSE	13132
13132.DMG1906229		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	PipTaz	6050000	10090	26_10 D2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	26_10 D2	adult	Mouse_D2	mouse gut metagenome	mouse	p18	UBERON:feces	UBERON:feces	8206666.667	10_26	Mouse_D	colonised	Mus musculus	intermediate	SC	25	MDUPHL_DAMG	25	intermediate	FALSE	13132
13132.DMG1906230		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	PipTaz	1620000	10090	26_10 D3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	26_10 D3	adult	Mouse_D3	mouse gut metagenome	mouse	p18	UBERON:feces	UBERON:feces	8206666.667	10_26	Mouse_D	colonised	Mus musculus	intermediate	SC	25	MDUPHL_DAMG	25	intermediate	FALSE	13132
